event_id,original_event_id,version,asset,status,date,state,completed_work,work_to_do,delays,delay_comment,delay_duration,location,team_id,locked
1800,1755,4,T312,In Process,2023-07-20 04:21,Breakdown,Troy- Changed over diff to new trans. ,Fit new trans. Fanna arranged for 8am.,Capability,No Franna availble to lift in trans.,10,Apron Bay 12,2,0
1801,1801,1,DT5232,Complete,2023-07-20 02:18,Breakdown,"Steve- High brake temps. Inspected brake cooling system, pressure at screen ok. Checked pay load specs. ",None.,Operator Error,Multiple overloads on machine.,3,Hill Crib,2,0
1802,1802,1,DT5258,Complete,2023-07-20 03:20,Breakdown,Steve- Replaced failed oring on top of T/C. And topped up trans oil level.,None,Labour not available,All fitters on other tasks.,7,OB35 AMA,2,0
1803,1794,2,TA8508,Complete,2023-07-20 01:26,Breakdown,Tom- Replaced batteries for Lowbody.,None,No Delay,None,0,W13,2,0
1804,1804,1,WT3080,In Process,2023-07-20 04:16,Breakdown,Fuel gun keeps cutting out.,"Replace fuel tank vent valve, parts ordered.",Wait on Access,Unable to get escort into AOZ due to handovers.,2,OB35 Park Up,2,0
1805,1805,1,DT5258,In Process,2023-07-20 04:15,Breakdown,Steve- FSS Low Pressure,Top up FSS,Wait on Access,Unable to get escort into AOZ due to handovers.,2,OB35 AMA,2,0
1806,1792,2,WC20,Complete,2023-07-20 16:33,Planned On Track,"Dan, Otto DONE-Regas FSS, checked all oils, runup, complete Q&A, ",Completed,Wait on Ext Services,Chubb had to carry out additional repairs to the FSS tank mounting bracket.,4,Apron Bay 11,2,0
1807,1807,1,DT5704,In Process,2023-07-20 16:42,Planned On Track,"Sub, Liberty, Brooklyn, Vusi DONE-brake cooling hose, slack adjusters & hoses, PTO shaft uni joints, Chassis insp, SVC on SW completed, turbo coolant hose replaced, steering cylinder is not available.","TO DO- Continue replacing brake cooling hoses WO 525334207, check all oils, run up, commission brake system (mark off SW), take to Otraco for Tyres",Wait on Equipment Delivery,We had to swap services due to DT5186 being down which lead to delays in DT5704 being delevered,5,Workshop Bay 10,2,0
1808,1731,5,DT5195,In Process,2023-07-20 16:49,Planned On Track,"Job, John, Nick DONE-prep outage, wash machine, running checks, download old engine, drain fluids, start disconnecting air intake system, removed turbo hatch covers, disconnect FSS hoses from bottles","TO DO-continue disconnecting engine, Radiator, spiral wrap engine harness, remove radiator.",Labour not available,Contactor labor that was booked called in sick.,5,Workshop Bay 12,2,0
1809,1712,6,DT5200,In Process,2023-07-20 05:00,Breakdown,"Dave- Connected drive and aux shafts. Plumber top of T/C, plumbed majority intake and coolant lines. Connected harnesses, and A/C lines.","Fit new pre lube pump, continue plumbing engine, vac and gas a/c. Complete catch up jobs.",Early Component Failure,Oil pump drive gear failure.,12,Workshop Bay 11,2,0
1810,1810,1,DT5188,Complete,2023-07-20 15:35,Breakdown," 436767979 | Intermittent Trans lockup clutch solenoid fault and output speed sensor #2 | Joe & Jaz | Open circuit from the cab to the TC lock up solenoid, ran a new wire. ",Completed,No Delay,None,0,Hill Crib,2,0
1811,1811,1,WC20,Complete,2023-07-20 09:30,Overrun,Trial,trial,Rework,Incorrect scope on the job Chubb did not have enough time to execute the work ,6,Apron Bay 10,2,0
1812,1812,1,WC20,Complete,2023-07-20 09:42,Breakdown,trial ,trial,Rework,incorrect scope,0,Apron Bay 10,2,0
1813,1813,1,WC20,Complete,2023-07-20 09:39,Planned On Track,trial,trial,Rework,trial,0,Apron Bay 10,2,0
1814,1814,1,DT5175,Complete,2023-07-20 16:42,Breakdown,"436769498 | Hydraulic Oil Leak | Marco - Oil leak on the park brake filter, - Washed the brake control valve to diagnose leak, and found a loose fitting on a hose. Tighten hose and topped up the oil and returned to work.",Completed,No Delay,None,0,Hill Crib,2,0
1815,1805,2,DT5258,Complete,2023-07-20 15:48,Breakdown,"FSS | Joe - Found the fss leak from an olive and fitting, tighten the fitting the leak stopped.",Completed,No Delay,None,0,OB35 AMA,2,0
1816,1816,1,DT5252,In Process,2023-07-20 16:18,Breakdown,"436770053 | Coolant leak | Jaz & Marco - Diagnosed leaking coolant, - parts have been ordered and ready to pick up at the warehouse, - leak coming from tube from the water pump ","Pick up orings from warehouse - Repair leak, - Fill coolant, - Run up and check for leaks.",Labour not available,"A couple other breakdowns being attended, DT5175.",1,Workshop Bay 9,2,0
1817,1755,5,T312,In Process,2023-07-20 16:32,Breakdown,"Laim & Keenan | Fitted the transmission into the truck and plumbed up, run up the truck and checked for leaks. ","Run up the truck and take it for transmission calibrations, - Wash and clean old transmission ",No Delay,None,0,Apron Bay 12,2,0
1818,1712,7,DT5200,In Process,2023-07-20 16:40,Breakdown,"Kingfred & Mabel | Installed brake cooling hose, - Plumbed up LHS intake lines, - Installed pre-lube pump, - Installed fuel lines, - Replaced transmission cooler hose, - Installed T/C Lurication hose.","Install radiator hose, - Prelube hoses, - Belly guards, - bonnet cover, - Complete service, - Regas air con, - Fill up all fluids.",Wait on Tooling,Ancil using overhead crane.,2,Workshop Bay 11,2,0
1819,1804,2,WT3080,Complete,2023-07-20 16:44,Breakdown,Changing out the valve on the service when it comes into service.,Completed,No Delay,None,0,OB35 Park Up,2,0
1820,1820,1,DT5209,In Process,2023-07-20 16:45,Breakdown,436770745 | Leak Pos 1 Fuel Return Line | Lipson - Waiting for truck to arrive at hill crib to repair.,Diagnose and repair leak.,Wait on Operator,Waiting for operator to bring truck from Cal pad to hill crib.,3,AOZ / Calpad,2,0
1821,1821,1,DT5151,Complete,2023-07-20 22:12,Breakdown,Steve- Adjusted auto retarder settings.,None,No Delay,None,0,Hill Crib,2,0
1822,1820,2,DT5209,Complete,2023-07-20 19:37,Breakdown,Replaced cylinder 1 fuel return line. Run up and test operation.,None,No Delay,None,0,Hill Crib,2,0
1823,1816,2,DT5252,Complete,2023-07-20 22:12,Breakdown,Zen- Removed leaking coolant tube resealed and refilled coolant system.,None,No Delay,None,0,Workshop Bay 9,2,0
1824,1824,1,DT5176,Complete,2023-07-20 22:13,Breakdown,Hayley- Topped up engine oil.,None,No Delay,None,0,Rabbits,2,0
1825,1825,1,DT5150,Complete,2023-07-21 03:52,Breakdown,Steve/Zen- Replaced both starter motors and fuses.,None,No Delay,None,0,Hill Slip Lane,2,0
1826,1826,1,DT5259,In Process,2023-07-21 05:11,Breakdown,Zen- Coolant leak coming from cooler tube. Drained coolant.,"Remove and reseal coolant tube, refill with coolant and clean.",Wait on Equipment Delivery,Machine sent to workshop from AOZ,1,OB35 Park Up,2,0
1827,1755,6,T312,Complete,2023-07-21 01:05,Breakdown,Tom- Calibrated transmission. Repaired earth wire to wheel speed sensors.,None,No Delay,None,0,Apron Bay 12,2,0
1828,1797,2,DT5186,Complete,2023-07-21 04:36,Planned On Track,"Nawa, Penrose- 26W FSS inspection, finished off svc, passenger window c/o, diff site glass reseal, fill up oils, adjusted snub, QA and send to Otraco for Tyres",Completed,No Delay,No delay,0,Workshop Bay 1,2,0
1829,1807,2,DT5704,Complete,2023-07-21 04:38,Planned On Track,"Clarence- replace the brake cooling hose, filled grease tank, QA and sent to Otraco for tyres",Completed,No Delay,No Delay,0,Workshop Bay 10,2,0
1830,1731,6,DT5195,In Process,2023-07-21 04:47,Planned On Track,"Jonathan, Randy, Sarah- Removed exhaust tubes, induction system, cooling system, removed radiator, removed front engine mount, rear mount, disconnected hoses to the t/c, PTO shaft.","Remove engine, clean engine bay start transferring parts and run new hoses.",No Delay,No Delay,0,Workshop Bay 12,2,0
1831,1831,1,DT5177,In Process,2023-07-21 05:04,Planned On Track,"Nawa, Justin- Wash machine, performed running checks.","Carry on with svc and backlogs, comms inspection (16hrs)",No Delay,No Delays,0,Workshop Bay 1,2,0
1832,1712,8,DT5200,In Process,2023-07-21 17:08,Breakdown,"Kingfred, Harry & Liam | Started Service, - Oil samples taken, - Changed cab filters, - Hydraulic and steering breather changed, - Resealed bottom hydraulic tank sight glass, - Installed RH rear brake cooling hose, - Removed and installed new hoist pump, - Removed brake cooling motor, - Replaced hoist screen hoses, - Remove operator seat.","Take Pos 4 oil sample, - Install new brake cooling motor (Have ordered a new one out of the warehouse), - Install suction line for the hoist pump, - Install top LH brake cooling hose, - Install new seat, - Installed coolant hose.",Early Component Failure,5000hrs on engine.,12,Workshop Bay 11,2,0
1833,1833,1,WT3080,In Process,2023-07-21 05:03,Planned On Track,"Emmanual, Julia, Alison- Completed lube, inspection, c/o grease injectors, degassed a/c and changed all parts, c/o hydraulic hose, comms inspection ","Electrical inspection, Inspect FSS hose, Grease Drive shaft and ladder, Vacuum a/c and charge, check oils, pre-fill fuel filters and run, ",Wait on Equipment Delivery,Machine had to be driven around to dump water since the tank was full.,4,Workshop Bay 10,2,0
1834,1831,2,DT5177,In Process,2023-07-21 17:11,Planned On Track,"Jabulani, Vusi, Abdul, Bryce, Chris, Andrew(sparky) DONE-Running checks, SVC 100%, all backlogs and SW completed except for Strut heights.","TO DO-Check strut heights, Q&A ",No Delay,None,0,Workshop Bay 1,2,0
1835,1731,7,DT5195,In Process,2023-07-21 16:56,Planned On Track,"Job, John Q, Nick, Keenan, Andrew (sparky) DONE-Have organized new TC as was to be changed in 6mths Removed PTO shaft, spiral wrapped engine harness, install cross member into new engine, install pre-lube pump, swapp parts from old engine to new, install fuel lines, install steer/fan hoses, install case drain hose steer, removed TC mount bolts ready to fit, install new intake hoses.","TO DO-Change TC and all parts associated with a 24,000hr TC RPL, TC will be ready soon other parts picked tonight, Install TC when on site, install new water pump, wash engine bay, install engine, swap radiator parts. ",No Delay,None,0,Workshop Bay 12,2,0
1836,1833,2,WT3080,In Process,2023-07-21 17:13,Planned On Track,"Brooklyn, liberty, Sub, Joe DONE-grease injectors greased, A/C done- Belts & guards fitted (idle pulleys around wrong way), elec insp, backlogs completed.","TO DO-Check over machine & oils, brake checks & oil pressure, complete fuel tank breather, check cab pressure, check 2-way radio, hose leaking on WDS at pump (will need to be change out) Auto insp downloads to be done.",Incorrect Parts Ordered,"Fuel valve was incorrect, organized correct part, may be seized in tank.",3,Workshop Bay 10,2,0
1837,1826,2,DT5259,Complete,2023-07-21 16:14,Breakdown,"436778302 | Engine Oil Leak | Lipson - Completed the coolant job, noticed there is an engine oil leak that needs to be repaired before returning back to work. Replace the seals and top up the engine oil and check for leaks.",Completed,Wait on Parts,No having the orings in the warehouse (10010390),3,Apron Bay 12,2,0
1838,1838,1,DT5702,Complete,2023-07-21 16:09,Breakdown,Odd Step Service | Mabel & Marco - Completed the odd step service.,Completed,Wait on Service Truck,Need air compressor trailer at other job for an air start and have no one else with HR to move slug truck into position.,2,Hill Crib,2,0
1839,1839,1,DT5189,In Process,2023-07-21 17:13,Breakdown,"436777386 | Sunvisor, Steering cylinder grease line, Broken ladder | Marco - Welded the emergency bracket.","Need to unjam the sun visor,  - Repair the broken grease line in the steering cylinder",Labour not available,Labour chasing air start and finishing odd step | Oprator to bring to the workshop for repairs 2 Hours,4,Apron Bay 12,2,0
1840,1840,1,DT5178,Complete,2023-07-21 17:20,Breakdown,"436777088 | 8V sensor power supply code 41-4 | Joe - Pulled apart the harness and checked all the connections and could not find anything that is wrong, clean the connections and couldn't get the fault to come back. have returned the truck back to production",wait and see,No Delay,None,0,AOZ / Calpad,2,0
1841,1839,2,DT5189,Complete,2023-07-21 22:36,Breakdown,Dave- Fixed sun visor. No stock of grease lines so made new grease line at field service and fitted.,None,No Parts Available (STR),Make grease hose at field service.,2,Apron Bay 12,2,0
1842,1842,1,DT5193,Complete,2023-07-22 00:21,Breakdown,"Steve/Jacob- High exhaust diff. Found damage to LH exhaust pipe, parts ordered. ",Exhaust pipe to be replaced during odd step tomorrow.,No Delay,None,0,Hill Crib,2,0
1843,1843,1,DT5189,Complete,2023-07-22 03:13,Breakdown,Jacob- Noise coming from machine. Replaced damaged A?C belt.,None,No Delay,None,0,Hill Crib,2,0
1844,1844,1,TA8508,In Process,2023-07-22 04:50,Breakdown,Jacob- Jack legs not sync,"Inspect spool on control valve for lift cylinder, as per previous Noti. Rear cameras not working.",Wait on Access,Float loaded with digger. Unable to test system while loaded. ,5,OB35 AMA,2,0
1845,1712,9,DT5200,In Process,2023-07-22 05:01,Breakdown,"Fitted seat, Pressure tested induction system and fitted new air filters. Fitted coolant hose and filled coolant system. Fitted brake cooling motor, and plumb up. Re orientate hoses as required..","Replace hoist hump hoses. Fill oils. Bleed pumps. Run op finish service, commission engine.",Early Component Failure,5000hrs on engine.,12,Workshop Bay 11,2,0
1846,1846,1,DT5232,Complete,2023-07-22 04:51,Breakdown,Dave- Oil leak around T/C. Replace o-ring,None,No Delay,None,0,Hill Crib,2,0
1847,1847,1,DT5196,In Process,2023-07-22 04:53,Breakdown,Dave- Loose plate on back of diff housing.,Knock dog bone pin in. Repair keeper place and thread. Grease pin.,No Delay,None,0,Hill Crib,2,0
1848,1833,3,WT3080,Complete,2023-07-22 04:40,Planned On Track,"Adam- Fuel tank cut off valve c/o, c/o 2 hoses leaking from the WDS, rectified low air psi, check over.",Waiting for Westrac,No Delay,No Delays,0,Workshop Bay 10,2,0
1849,1731,8,DT5195,In Process,2023-07-22 04:43,Planned On Track,"Jonathan, Randy, Chishimba- Finished transferring engine parts, installed new t/c, installed engine, started connecting t/c. Transfer parts from old radiator to new radiator.","Finish off transferring parts to new radiator and install, plump up t/c, ",No Delay,No Delay,0,Workshop Bay 12,2,0
1850,1831,3,DT5177,Complete,2023-07-22 04:45,Planned On Track,"Clarence- Strut height, rectified low grease psi and RTW",completed,No Delay,No delay,0,Workshop Bay 1,2,0
1851,1851,1,DT5197,In Process,2023-07-22 04:45,Planned On Track,"Nawa, Penrose, Raymond- Lube svc, hose inspection, Pos 1 hub cover, ","Cat Software Updates, Chassis Inspection, Tray shim inspection, Brake pack height, change out turbo chargers.",No Delay,No Delay,0,Workshop Bay 13,2,0
1852,1852,1,WT3076,In Process,2023-07-22 04:54,Planned On Track,"Emmanual, Julia, Jayden- Completed lube svc and Inspections. ","SW-Manual greasing, Prelube pump fault, access ladder bearing, trans hose.",Wait on Access,4,,Apron Bay 9,2,0
1853,1731,9,DT5195,In Process,2023-07-22 16:52,Planned On Track,"John Q, Job, DONE-Fuel lines connected, heater hose connected, eng lube line connected,cross member installed, eng bay FSS hoses, eng bay platforms, Swapped RAD parts to new one, hand rails fitted to Rad, Emg handrails installed, installed RAD and torqued bolts, uncoupled TC from old Eng and installed on transport frame, ordered Exhaust tubes & amin drive shaft spider, replaced RAD links, installed PTO shaft","TO DO-Plumb Eng & RAD (updated cooler parts on bench), replaced TC trans hoses on cage, A/C attachment & harness, Wash TC on stand. Parts at Warehouse for pickup, ",No Delay,None,0,Workshop Bay 12,2,0
1854,1851,2,DT5197,In Process,2023-07-22 17:15,Planned On Track,"DONE- taken to go line for CALs, truck has had CALs and ready to continue SVC backlogs, Firm ware RSH due to FSS harness upgrade booked in for WK39","TO DO Turbos, tray shim, chassis insp, brake pack, backlogs, run up, Q&A ",No Delay,None,0,Workshop Bay 13,2,0
1855,1852,2,WT3076,Complete,2023-07-22 16:59,Planned On Track,"Brook, Liberty DONE-RSH Access ladder incorrect parts, RSH tank sight glass no crane available due to Eng C/O DT5195, hoist solenoids C/O, Pre lube switch on in ET, Run up, Q&A Q",Completed,No Delay,None-,0,Workshop Bay 9,2,0
1856,1856,1,DT5125,In Process,2023-07-22 17:11,Planned On Track,"Jabulani, Abdul, Bryce, Chris, Andrew (Sparky) Tam (boily) Step 2, 10hrs DONE tuck, arrived at 8.00am, SVC 100%, Elec insp, hose insp, Chassis insp,","TO DO- R/H bucket lights, Trans isolator cover, Front strut heights to high. run up Q&A",No Delay,None,0,Workshop Bay 1,2,0
1857,1857,1,DT5309,In Process,2023-07-22 17:04,Planned On Track,"Nick, Vusi, Sub Step 8 22.5hrs DONE-Running checks, wash, live checks, oil samples, turbo inspections and air intake test, Lube 80%, Mech 30%.","TO DO-Finish off SVC as per SW, Elec insp, continue with backlogs and critical defects on white board",No Delay,None,0,Workshop Bay 10,2,0
1858,1858,1,DT4150,In Process,2023-07-22 17:23,Breakdown,"T21 | A/C Blowing Warm Air | Jazmin - Has shredded the belt, part number1170036",Replace the belt,No Delay,None,0,Hill Crib,2,0
1859,1847,2,DT5196,Complete,2023-07-22 16:27,Breakdown,"Brought to the workshop and hit in the pin, will need to raise a sub notie when sap is back.",Raise sub notie,Operator Error,waiting for operator to bring to workshop ,3,Hill Crib,2,0
1860,1844,2,TA8508,Complete,2023-07-22 16:29,Breakdown,"Went through the whole hydraulic circuit and tested pressures to the cylinders and checked the spool, suspect the leaking cylinder to be by passing internally.","wait for the float to be under load, and check the cylinder.",No Delay,None,0,Rabbits,2,0
1861,1861,1,DT5187,In Process,2023-07-22 16:51,Breakdown,L3 Low Engine Coolant Alarm | Lipson & Mabel - Diagnosed leak. - JT making a manual resi form to order parts.,Will need to be topped up with coolant and brought to the workshop for repairs.,No Delay,None,0,Hill Crib,2,0
1862,1862,1,DT5188,In Process,2023-07-22 17:00,Breakdown,"Large Coolant Leak | Lipson & Mabel - Fan motor leak, Will need to be brought to the workshop for the repair. Have the Orings are on the supervisor desk.",Diagnosing and Repair - Bring truck to workshop when there is room on the standby line. Wash and repair leak. Out of service still on truck.,No Delay,None,0,Hill Crib,2,0
1863,1863,1,DT5258,In Process,2023-07-22 16:32,Breakdown,Loud Rattling/Churning Noise | Noone - Head out and diagnose.,Diagnose,Labour not available,Had other breakdowns in the pit DT5187 & DT5188. ,3,AOZ / Calpad,2,0
1864,1712,10,DT5200,In Process,2023-07-22 17:15,Planned On Track,"Kingfred, Liam & Harry | Engine change out - 70% Service done, - Fitted 2nd hand gear selector, - Fitted hoist suction pipes, - Filled up all fluids.","Sort out the fire suppression fault, - Start machine and perform running checks, - Check and brake commissioning, - Fit hoist hoses that have been brought to the truck, - Continue with service, - Commission engine. Engine commissioning sheet in the job pack. A/C SVC to be completed.",No Delay,None,0,Workshop Bay 11,2,0
1865,1865,1,DT5252,In Process,2023-07-22 17:14,Breakdown,Low Trans Oil Eng Shutdown | No one ,Need to go out and refill truck with oil.,Higher Priority Work,AOZ pit permit attending other breakdowns T21.,3,AOZ / Calpad,2,0
1866,1866,1,DT5233,In Process,2023-07-22 17:18,Breakdown,Low Cab Pres & Eng Oil Leak | No one,"Truck over on the go line, - need to be brought to the workshop and diagnose the engine oil leak and repair the cab pressure.",Higher Priority Work,Labour on other breakdowns,4,Standby Line,2,0
1867,1858,2,DT4150,Complete,2023-07-22 21:02,Breakdown,T21- Tom- Replaced A/C belt.,None,No Delay,None,0,Hill Crib,2,0
1868,1868,1,DT5189,Complete,2023-07-23 00:33,Breakdown,Tom- Machine shutting down. Replaced ground E-Stop.,None,No Delay,None,0,Centre Pit,2,0
1869,1863,2,DT5258,Complete,2023-07-22 21:59,Breakdown,Jacob- Inspect machine and run unable to hear any unusual noise.,None,No Delay,None,0,OB30,2,0
1870,1866,2,DT5233,Complete,2023-07-23 00:42,Breakdown,Removed leaking hose and replaced with item from old engine out of DT5195. Installed and run up to test. Hose started leaking due to hose being moved around. Removed same hose from engine out of DT5200 due to no hose available. Fitted hose run up and tested ok.,None,No Parts Available (STR),SAP outage. Hose 418-1262,3,Standby Line,2,0
1871,1861,2,DT5187,Complete,2023-07-22 23:45,Breakdown,Steve- Reseal leaking coolant pipe and fill coolant system.,None,No Delay,None,0,Hill Crib,2,0
1872,1865,2,DT5252,Complete,2023-07-23 00:07,Breakdown,Jacob- Refilled trans oil.,None,No Delay,None,0,OB30,2,0
1873,1873,1,DT5232,Complete,2023-07-23 02:27,Breakdown,Jacob- Replaced smashed mirror with item off DT5195 (additional delay due to SAP outage warehouse unable to locate mirror).,Replace Mirror on DT5195,Accident Damage,Smashed mirror,3,Hill Crib,2,0
1874,1874,1,DT5187,Complete,2023-07-23 03:39,Breakdown,Tom- Conflicting brake pressures. Found service brake accumulator low on charge. Charged up service brake accumulator.,None,No Delay,None,0,Centre Pit,2,0
1875,1862,2,DT5188,Complete,2023-07-23 04:09,Breakdown,Dave- Resealed fan motor leak. Removed engine oil filter housing and replace with housing from DT5195 due to hair line crack in housing (no parts available 445-4930). Completed odd step service while machine was down. Replaced engine oil filters and topped up eng oil.,None,No Parts Available (STR),No seals in warehouse (6V-1196). SAP outage.,2,Apron Bay 12,2,0
1876,1876,1,DT5260,Complete,2023-07-23 05:14,Breakdown,Steve- Auto retarder coming on by its self. Replaced eng speed sensor.,None,No Delay,None,0,Hill Crib,2,0
1877,1856,2,DT5125,Complete,2023-07-23 03:47,Planned On Track,"Clearance- Strut cal, isolator cover, tray light",Completed,No Delay,No delay,0,Workshop Bay 1,2,0
1878,1851,3,DT5197,Complete,2023-07-23 03:49,Planned On Track,"Nawa, Penrose- Tay shim, Chassis inspection, Induction tube, backlogs ",Completed,No Delay,No Delay,0,Workshop Bay 13,2,0
1879,1725,6,DT4150,In Process,2023-07-23 03:51,Planned On Track,"Clarence- Moved machine into bay 9, remove lock up and pressure control valve and installed on T18","Connect the hoist cylinder c/o T/C and carry out svc,",No Delay,No Delay,0,Workshop Bay 9,2,0
1880,1712,11,DT5200,In Process,2023-07-23 04:23,Planned On Track,"Freddy, Paul- Bypassed the FSS, started machine, A/C svc, installed the hoses, hose inspection","Finish off A/C servicing, reconnect the FSS, start and check over oils and carry out commissions.",No Delay,No delays,0,Workshop Bay 11,2,0
1881,1731,10,DT5195,In Process,2023-07-23 04:29,Planned On Track,"Jonathan, Randy, Sarah- Installed 2 cages of hoses, started plumping the induction hoses.","Plump cooling system, Induction system, Order induction sensor-161-9926*2, continue with a/c servicing., ",Higher Priority Work,The electrician was stuck on DT5200 starting issues,4,Workshop Bay 12,2,0
1882,1857,2,DT5309,In Process,2023-07-23 04:36,Planned On Track,"Emm, Julia, Jayden- Finished off svc, electrical inspection, passenger seat, door seals, induction hoses alignment, wipers","Strut hut check , send for Cals",No Delay,No delays,0,Workshop Bay 10,2,0
1883,1883,1,DT5176,In Process,2023-07-23 17:09,Planned On Track,"Step 6 svc and valve set, 22hrs Jabulani, Abdul, Chris, Bryce DONE-Arrived 7am, SVC 100%, elec insp, Chassis insp, grease pump, hose insp, Valve set.","TO DO-Alt Belt, ordered, backlogs to continue on, check oils & run up, P4 tray light def, verify strut heights, Q&A",Wait on Equipment Delivery,Machine was requested at 3:30am and machine not delivered,3,Workshop Bay 1,2,0
1884,1884,1,DT5189,In Process,2023-07-23 04:58,Breakdown,Operator reporting that under acceleration 3/4th gear there is a metallic noise coming from under the cab,Investigate/ Test,No Delay,None,0,Running in Pit,2,0
1885,1731,11,DT5195,In Process,2023-07-23 16:57,Planned On Track,"Job, John, Andrew DONE-A/C 50%, Fit LHS air induction lines, replaced brake control valve, weld RAD handrail mounts.","TO DO-A/C to continue on with scope, Fit top air intake lines and Ext tubes available, perform air induction test, plumb TC, fit main uni joints, continue elec harness installation (Eng, ladder TC)",No Delay,None-,0,Workshop Bay 12,2,0
1886,1725,7,DT4150,In Process,2023-07-23 16:40,Planned On Track,"Otto, Dan, Liberty DONE-Connected hoist cylinder & keeper plates fitted, connected lockup & TC outlet relief to get machine running, remove hoses, drive shaft and mounting bolts, for TC to be removed, Crane being used by Ancil BKT","TO DO-Need to remove & fit up new TC in box next to truck, order and fit Eng Bay cover, JT ordering parts Drive shaft, step, rubber, plate, bolts, washers, nuts.",Wait on Equipment Delivery,Not delivered for 5 days- no overhead crane 2 hrs,72,Workshop Bay 9,2,0
1887,1712,12,DT5200,In Process,2023-07-23 16:52,Planned On Track,"DONE- Move machine to the go line, - Engine commissioning completed, - Brake commission completed, - Running checks done, - Initial oil sample taken.","TO DO- Remove steering return filter cover and replace leaking hydraulic hose (3473753), - Continue with A/C overhaul, - Continue with fire suppression fault, - Check final strut height.",No Delay,None,0,Workshop Bay 11,2,0
1888,1857,3,DT5309,Complete,2023-07-24 06:17,Planned On Track,"DONE-FSS inspection, struts adjustment (rears have been painful to get correct), check wipers, cab pressure, repair wiring to starter running checks, Q&A, ","TO DO-lower truck and check strut heights, send for CALs",No Delay,None,0,Workshop Bay 10,2,0
1889,1889,1,DT5177,Complete,2023-07-23 15:35,Breakdown,"436789455 | Large Fuel Leak | Marco - Found a lose fitting by the filter housing, tighten fitting and returned to work.",Completed,No Delay,None,0,Hill Crib,2,0
1890,1890,1,WC20,Complete,2023-07-23 12:06,Breakdown,436789495 | Low Voltage System | Jaz & Joe - Found the alternator and the belt have failed and need to be replaced. Ordered and replaced the alternator and belt.,Fix It,No Delay,None,0,Hill Crib,2,0
1891,1891,1,DT5234,Complete,2023-07-23 11:13,Breakdown,436789454 | FSS Low | Jaz & Joe | Topped up the fire suppression and had a broken gauge in the cabin. a sub notification has been raised for the repairs and for Chubb to come out and inspect system for the leak.,Completed,No Delay,None,0,Hill Crib,2,0
1892,1892,1,DT5153,Complete,2023-07-23 11:15,Planned On Track,435788507 | Odd Step Service | Marco & Mabel | Completed the odd step and sent the truck back to work.,Fix It,No Delay,None,0,Hill Crib,2,0
1893,1884,2,DT5189,Complete,2023-07-23 15:35,Breakdown,436782122 | Noise Under Acceleration | Lipson - Have requested a operator to take Lipson for a drive to diagnose the fault. Found one of the exhaust clamps snapped in half. replaced the exhaust clamp and returned it to work.,Fix it ,No Delay,None,0,Hill Crib,2,0
1894,1894,1,DT5232,Complete,2023-07-23 11:01,Breakdown,"436789756 | FSS Low | Jaz & Joe | Pressure was fine, the pin in the cabin was not properly secured and had fallen out. ",Completed,No Delay,None,0,Hill Crib,2,0
1895,1895,1,DT5229,Complete,2023-07-23 15:34,Breakdown,| Odd Step Service | Marco & Mabel | Completed the service. Requested mining to bring it to the workshop. 1 hour had past and they hadn't brought it to the workshop in that time. so we handed it back.,Service It,No Delay,None,0,Hill Crib,2,0
1896,1896,1,DT5174,In Process,2023-07-23 15:36,Breakdown,"436791715 | Insp Diff Oil Leak | Repaired the oil leak and started up the truck and checked. No leak, needs to be topped up with hydraulic oil.",Waiting for mining to bring it to the workshop for the hydraulic oil leak.,No VOC's,No one on crew has HR to drive the slug truck.,1,Hill Crib,2,0
1897,1897,1,DT5150,Complete,2023-07-23 17:07,Breakdown,"436790736 | Low Cab Pressure | Lipson - There was no cab pressure in the cab, had to install a new gauge. Found leak and repaired.",Completed,No Delay,None,0,Hill Crib,2,0
1898,1898,1,DT5197,In Process,2023-07-23 16:59,Breakdown,436792949 | Coolant leak | No one ,Diagnose and repair.,Higher Priority Work,Gone down at end of shift in the AOZ.,1,AOZ / Calpad,2,0
1899,1899,1,DT5259,In Process,2023-07-23 17:01,Breakdown,436792929 | Large Oil Leak | No one,Diagnose and repair leak.,Higher Priority Work,Gone down at end of shift in the AOZ.,1,AOZ / Calpad,2,0
1900,1900,1,TA8508,In Process,2023-07-23 17:07,Breakdown,"Engine Not Starting | Checked estops and isolation points, - Checked fuel system, - Checked fuses box behind seat",Continue troubleshooting as engine not starting - Suspect estops not functioning properly.,No Delay,None,0,Rabbits,2,0
1901,1900,2,TA8508,Complete,2023-07-23 19:51,Breakdown,Tom- Jump started machine.,Change out batteries at next availablility.,No Delay,None,0,Rabbits,2,0
1902,1902,1,DT5233,In Process,2023-07-23 23:42,Breakdown,High Exhaust Hemp Diff,Investigate,No Delay,None,0,Running in Pit,2,0
1903,1903,1,DT5153,Complete,2023-07-24 00:45,Breakdown,Repaired seat belt wiring. Found dirt on plug on side of cab for T/C output speed sensor fault. Replaced Pos 1 Turbo boost hose and realigned boost pipe.,None,No Delay,None,0,Hill Crib,2,0
1904,1904,1,DT5150,In Process,2023-07-23 20:26,Breakdown,Brake filter plugged alarm.,Investigate,No Delay,None,0,Running in Pit,2,0
